"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.UNER.ZS","Children out of school (% of primary school age)","Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.","UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of September 2021.",
